,137,232,school_pri
960,18.0,0.0,206.0
961,7.0,0.0,92.0
962,3.0,0.0,56.0
963,2.0,1.0,40.0
964,3.0,0.0,52.0
965,2.0,0.0,240.0
966,16.0,2.0,792.0
967,39.0,2.0,1862.0
968,55.0,3.0,2746.0
969,70.0,3.0,2758.0
970,68.0,4.0,2768.0
971,104.0,9.0,2810.0
972,82.0,5.0,2900.0
973,81.0,2.0,3016.0
974,79.0,4.0,3410.0
975,112.0,8.0,3604.0
976,99.0,7.0,3236.0
977,99.0,7.0,3358.0
978,98.0,4.0,3116.0
979,84.0,8.0,2256.0
980,47.0,3.0,1392.0
981,27.0,0.0,944.0
982,15.0,1.0,622.0
983,21.0,2.0,362.0
984,13.0,0.0,194.0
985,7.0,0.0,120.0
986,5.0,0.0,48.0
987,0.0,0.0,42.0
988,1.0,0.0,58.0
989,5.0,0.0,246.0
990,11.0,1.0,876.0
991,55.0,0.0,1862.0
992,57.0,3.0,2830.0
993,81.0,5.0,2688.0
994,78.0,4.0,2682.0
995,77.0,3.0,2680.0
996,100.0,5.0,3006.0
997,77.0,7.0,2980.0
998,90.0,4.0,3530.0
999,112.0,2.0,3820.0
1000,115.0,4.0,3250.0
1001,111.0,11.0,3538.0
1002,136.0,4.0,3276.0
1003,77.0,3.0,2156.0
1004,61.0,2.0,1494.0
1005,30.0,1.0,890.0
1006,26.0,1.0,728.0
1007,31.0,0.0,402.0
1008,12.0,0.0,204.0
1009,9.0,0.0,130.0
1010,6.0,0.0,58.0
1011,1.0,1.0,46.0
1012,1.0,0.0,62.0
1013,1.0,0.0,206.0
1014,18.0,1.0,854.0
1015,45.0,0.0,1372.0
1016,59.0,1.0,2354.0
1017,56.0,1.0,2502.0
1018,71.0,3.0,2692.0
1019,108.0,3.0,2946.0
1020,87.0,5.0,3364.0
1021,85.0,6.0,3414.0
1022,132.0,7.0,3748.0
1023,113.0,3.0,3654.0
1024,107.0,3.0,3592.0
1025,107.0,8.0,3518.0
1026,120.0,13.0,3642.0
1027,145.0,4.0,3008.0
1028,80.0,3.0,1744.0
1029,50.0,1.0,1382.0
1030,48.0,6.0,1622.0
1031,38.0,7.0,836.0
1032,31.0,2.0,506.0
1033,17.0,1.0,288.0
1034,10.0,1.0,156.0
1035,4.0,2.0,88.0
1036,1.0,0.0,54.0
1037,1.0,1.0,108.0
1038,8.0,2.0,402.0
1039,33.0,0.0,604.0
1040,20.0,1.0,888.0
1041,23.0,2.0,1386.0
1042,36.0,4.0,1824.0
1043,57.0,4.0,2380.0
1044,57.0,2.0,2848.0
1045,62.0,5.0,3026.0
1046,58.0,8.0,2976.0
1047,59.0,9.0,3018.0
1048,37.0,9.0,2762.0
1049,39.0,10.0,2520.0
1050,56.0,6.0,2448.0
1051,64.0,4.0,2170.0
1052,37.0,4.0,1510.0
1053,31.0,3.0,1232.0
1054,34.0,6.0,1272.0
1055,33.0,3.0,760.0
1056,24.0,1.0,434.0
1057,14.0,2.0,296.0
1058,7.0,0.0,116.0
1059,3.0,0.0,94.0
1060,2.0,0.0,60.0
1061,0.0,0.0,88.0
1062,2.0,1.0,238.0
1063,26.0,0.0,438.0
1064,20.0,2.0,564.0
1065,36.0,1.0,912.0
1066,28.0,1.0,1304.0
1067,37.0,4.0,1838.0
1068,50.0,4.0,2260.0
1069,43.0,9.0,2302.0
1070,39.0,7.0,2386.0
1071,44.0,3.0,2462.0
1072,38.0,5.0,2470.0
1073,32.0,3.0,2462.0
1074,57.0,1.0,2260.0
1075,45.0,4.0,1968.0
1076,31.0,1.0,1378.0
1077,20.0,1.0,1016.0
1078,25.0,0.0,1004.0
1079,17.0,3.0,648.0
1080,16.0,0.0,340.0
1081,3.0,1.0,164.0
1082,0.0,2.0,74.0
1083,2.0,0.0,52.0
1084,2.0,1.0,46.0
1085,4.0,0.0,126.0
1086,10.0,0.0,372.0
1087,29.0,1.0,834.0
1088,41.0,3.0,1166.0
1089,39.0,0.0,1462.0
1090,38.0,1.0,1722.0
1091,43.0,1.0,1962.0
1092,45.0,3.0,2344.0
1093,48.0,5.0,2430.0
1094,52.0,2.0,2552.0
1095,51.0,3.0,2602.0
1096,52.0,1.0,2452.0
1097,33.0,4.0,2312.0
1098,41.0,4.0,1808.0
1099,44.0,3.0,1348.0
1100,29.0,2.0,868.0
1101,15.0,1.0,608.0
1102,20.0,0.0,468.0
1103,24.0,2.0,312.0
1104,16.0,0.0,160.0
1105,2.0,0.0,76.0
1106,1.0,0.0,40.0
1107,1.0,0.0,30.0
1108,1.0,0.0,48.0
1109,6.0,0.0,214.0
1110,10.0,1.0,862.0
1111,55.0,0.0,1558.0
1112,61.0,8.0,2224.0
1113,69.0,2.0,2324.0
1114,75.0,2.0,2340.0
1115,75.0,5.0,2420.0
1116,76.0,4.0,2610.0
1117,91.0,13.0,2758.0
1118,84.0,4.0,2864.0
1119,102.0,7.0,2798.0
1120,91.0,4.0,2652.0
1121,93.0,5.0,2802.0
1122,84.0,3.0,2620.0
1123,62.0,1.0,1892.0
1124,52.0,3.0,1304.0
1125,28.0,1.0,926.0
1126,24.0,3.0,656.0
1127,24.0,0.0,390.0
1128,17.0,0.0,224.0
1129,7.0,1.0,124.0
1130,6.0,0.0,48.0
1131,5.0,1.0,32.0
1132,2.0,0.0,72.0
1133,2.0,0.0,230.0
1134,16.0,2.0,836.0
1135,56.0,1.0,1800.0
1136,65.0,3.0,2764.0
1137,72.0,4.0,2766.0
1138,56.0,5.0,2748.0
1139,75.0,1.0,2812.0
1140,81.0,9.0,3120.0
1141,67.0,5.0,3102.0
1142,75.0,4.0,3372.0
1143,107.0,1.0,3520.0
1144,95.0,6.0,3096.0
1145,112.0,2.0,3356.0
1146,94.0,5.0,3338.0
1147,80.0,0.0,2346.0
1148,63.0,3.0,1628.0
1149,30.0,2.0,1138.0
1150,23.0,1.0,770.0
1151,21.0,3.0,520.0
1152,20.0,0.0,242.0
1153,10.0,2.0,136.0
1154,2.0,1.0,76.0
1155,3.0,0.0,38.0
1156,5.0,0.0,66.0
1157,6.0,0.0,212.0
1158,15.0,1.0,698.0
1159,44.0,2.0,1366.0
1160,61.0,4.0,2146.0
1161,68.0,1.0,1994.0
1162,65.0,2.0,1822.0
1163,64.0,4.0,1900.0
1164,54.0,0.0,1720.0
1165,75.0,1.0,1788.0
1166,63.0,0.0,1832.0
1167,70.0,3.0,1980.0
1168,80.0,0.0,1736.0
1169,83.0,3.0,1848.0
1170,63.0,3.0,1868.0
1171,69.0,1.0,1390.0
1172,38.0,1.0,988.0
1173,24.0,1.0,652.0
1174,28.0,0.0,538.0
1175,20.0,2.0,418.0
1176,14.0,0.0,206.0
1177,5.0,1.0,118.0
1178,1.0,0.0,40.0
1179,2.0,0.0,58.0
1180,2.0,0.0,58.0
1181,7.0,0.0,210.0
1182,18.0,0.0,736.0
1183,55.0,1.0,1438.0
1184,53.0,4.0,2236.0
1185,59.0,3.0,2200.0
1186,77.0,3.0,2210.0
1187,75.0,3.0,2294.0
1188,70.0,8.0,2624.0
1189,66.0,10.0,2638.0
1190,83.0,5.0,2756.0
1191,114.0,7.0,3030.0
1192,93.0,0.0,2614.0
1193,109.0,6.0,2902.0
1194,114.0,3.0,2902.0
1195,105.0,6.0,2386.0
1196,50.0,2.0,1430.0
1197,28.0,2.0,1100.0
1198,25.0,3.0,978.0
1199,39.0,3.0,1092.0
1200,41.0,3.0,562.0
1201,17.0,1.0,390.0
1202,4.0,1.0,178.0
1203,4.0,1.0,120.0
1204,3.0,0.0,88.0
1205,3.0,0.0,134.0
1206,14.0,2.0,468.0
1207,27.0,1.0,616.0
1208,29.0,3.0,954.0
1209,24.0,4.0,1304.0
1210,49.0,3.0,1858.0
1211,46.0,10.0,2246.0
1212,52.0,3.0,2656.0
1213,58.0,3.0,2934.0
1214,40.0,2.0,2890.0
1215,58.0,4.0,2988.0
1216,46.0,3.0,2804.0
1217,64.0,5.0,2824.0
1218,51.0,4.0,2654.0
1219,73.0,9.0,2514.0
1220,52.0,1.0,1764.0
1221,30.0,7.0,1378.0
1222,34.0,4.0,1446.0
1223,51.0,10.0,1320.0
1224,40.0,1.0,708.0
1225,22.0,0.0,534.0
1226,15.0,0.0,272.0
1227,8.0,0.0,102.0
1228,2.0,0.0,84.0
1229,8.0,1.0,90.0
1230,8.0,0.0,280.0
1231,22.0,1.0,466.0
1232,15.0,0.0,626.0
1233,22.0,3.0,942.0
1234,27.0,2.0,1286.0
1235,40.0,4.0,1776.0
1236,33.0,2.0,2122.0
1237,34.0,2.0,2326.0
1238,44.0,5.0,2290.0
1239,32.0,2.0,2408.0
1240,35.0,2.0,2304.0
1241,39.0,6.0,2054.0
1242,41.0,4.0,1878.0
1243,38.0,2.0,1378.0
1244,29.0,1.0,950.0
1245,17.0,1.0,674.0
1246,18.0,0.0,554.0
1247,17.0,1.0,386.0
1248,10.0,0.0,196.0
1249,4.0,0.0,76.0
1250,3.0,0.0,46.0
1251,4.0,1.0,52.0
1252,2.0,1.0,68.0
1253,3.0,0.0,208.0
1254,13.0,2.0,758.0
1255,41.0,0.0,1710.0
1256,59.0,2.0,2696.0
1257,59.0,3.0,2512.0
1258,89.0,6.0,2374.0
1259,74.0,1.0,2620.0
1260,110.0,7.0,2796.0
1261,100.0,3.0,2970.0
1262,97.0,6.0,3136.0
1263,103.0,8.0,3306.0
1264,113.0,7.0,2684.0
1265,105.0,3.0,2368.0
1266,83.0,3.0,2336.0
1267,67.0,1.0,1670.0
1268,42.0,0.0,968.0
1269,25.0,2.0,602.0
1270,17.0,0.0,502.0
1271,16.0,1.0,310.0
1272,12.0,0.0,152.0
1273,6.0,2.0,90.0
1274,3.0,0.0,60.0
1275,0.0,1.0,38.0
1276,0.0,0.0,48.0
1277,5.0,0.0,218.0
1278,11.0,1.0,838.0
1279,52.0,1.0,1918.0
1280,70.0,3.0,2736.0
1281,74.0,5.0,2528.0
1282,72.0,8.0,2570.0
1283,92.0,5.0,2960.0
1284,88.0,7.0,3234.0
1285,87.0,3.0,2952.0
1286,95.0,6.0,3346.0
1287,95.0,3.0,3474.0
1288,115.0,7.0,3196.0
1289,106.0,6.0,2930.0
1290,90.0,3.0,2848.0
1291,71.0,2.0,2080.0
1292,43.0,2.0,1408.0
1293,30.0,1.0,990.0
1294,23.0,1.0,686.0
1295,19.0,0.0,476.0
1296,13.0,1.0,184.0
1297,7.0,0.0,94.0
1298,1.0,1.0,60.0
1299,3.0,2.0,50.0
1300,1.0,0.0,54.0
1301,2.0,1.0,210.0
1302,16.0,1.0,888.0
1303,51.0,0.0,1884.0
1304,51.0,2.0,2662.0
1305,62.0,3.0,2542.0
1306,68.0,5.0,2636.0
1307,80.0,5.0,2892.0
1308,67.0,5.0,3028.0
1309,91.0,5.0,2994.0
1310,101.0,9.0,3446.0
1311,90.0,3.0,3500.0
1312,121.0,5.0,3182.0
1313,105.0,9.0,3192.0
1314,89.0,2.0,3270.0
1315,78.0,6.0,2384.0
1316,54.0,2.0,1634.0
1317,43.0,2.0,1254.0
1318,30.0,0.0,870.0
1319,19.0,1.0,620.0
1320,15.0,0.0,280.0
1321,2.0,0.0,118.0
1322,3.0,0.0,54.0
1323,4.0,0.0,38.0
1324,3.0,0.0,62.0
1325,2.0,0.0,234.0
1326,7.0,2.0,852.0
1327,52.0,1.0,2002.0
1328,50.0,3.0,2788.0
1329,58.0,5.0,2730.0
1330,75.0,5.0,2714.0
1331,96.0,4.0,2896.0
1332,86.0,7.0,3138.0
1333,100.0,3.0,3160.0
1334,76.0,0.0,3476.0
1335,101.0,6.0,3730.0
1336,123.0,9.0,3246.0
1337,109.0,4.0,3270.0
1338,105.0,0.0,3400.0
1339,92.0,1.0,2480.0
1340,65.0,4.0,1686.0
1341,40.0,0.0,1214.0
1342,37.0,2.0,998.0
1343,31.0,0.0,710.0
1344,12.0,1.0,276.0
1345,10.0,0.0,154.0
1346,5.0,2.0,90.0
1347,5.0,0.0,58.0
1348,4.0,2.0,62.0
1349,2.0,0.0,236.0
1350,12.0,3.0,806.0
1351,56.0,3.0,1814.0
1352,72.0,4.0,2624.0
1353,54.0,0.0,2524.0
1354,82.0,2.0,2812.0
1355,75.0,6.0,2894.0
1356,67.0,8.0,3238.0
1357,98.0,2.0,3196.0
1358,78.0,7.0,3496.0
1359,92.0,9.0,3776.0
1360,103.0,2.0,3414.0
1361,114.0,5.0,3610.0
1362,115.0,5.0,3674.0
1363,116.0,6.0,2908.0
1364,67.0,7.0,1960.0
1365,53.0,1.0,1528.0
1366,52.0,4.0,1518.0
1367,43.0,9.0,1320.0
1368,31.0,3.0,634.0
1369,13.0,1.0,386.0
1370,7.0,2.0,216.0
1371,4.0,2.0,114.0
1372,4.0,0.0,82.0
1373,3.0,1.0,116.0
1374,10.0,1.0,356.0
1375,28.0,1.0,646.0
1376,31.0,0.0,1016.0
1377,42.0,0.0,1504.0
1378,49.0,7.0,1900.0
1379,54.0,4.0,2270.0
1380,48.0,4.0,2468.0
1381,52.0,8.0,2514.0
1382,57.0,5.0,2508.0
1383,45.0,3.0,2496.0
1384,48.0,7.0,2462.0
1385,53.0,4.0,2432.0
1386,54.0,8.0,2590.0
1387,81.0,4.0,2480.0
1388,44.0,2.0,1850.0
1389,32.0,2.0,1418.0
1390,34.0,7.0,1440.0
1391,44.0,9.0,1358.0
1392,26.0,2.0,718.0
1393,11.0,4.0,404.0
1394,14.0,1.0,274.0
1395,8.0,0.0,110.0
1396,9.0,1.0,92.0
1397,3.0,0.0,92.0
1398,7.0,1.0,282.0
1399,20.0,0.0,488.0
1400,17.0,1.0,636.0
1401,20.0,2.0,1008.0
1402,28.0,1.0,1334.0
1403,35.0,1.0,1860.0
1404,40.0,1.0,2258.0
1405,51.0,5.0,2562.0
1406,39.0,5.0,2644.0
1407,52.0,1.0,2566.0
1408,49.0,3.0,2266.0
1409,38.0,7.0,1786.0
1410,33.0,4.0,1462.0
1411,51.0,2.0,1294.0
1412,27.0,4.0,950.0
1413,24.0,2.0,694.0
1414,22.0,2.0,514.0
1415,17.0,0.0,426.0
1416,11.0,0.0,190.0
1417,8.0,1.0,70.0
1418,0.0,0.0,44.0
1419,2.0,0.0,48.0
1420,2.0,0.0,72.0
1421,1.0,0.0,208.0
1422,11.0,0.0,870.0
1423,62.0,1.0,1998.0
1424,68.0,6.0,2794.0
1425,57.0,10.0,2594.0
1426,83.0,4.0,2494.0
1427,81.0,3.0,2522.0
1428,86.0,3.0,2818.0
1429,91.0,3.0,2760.0
1430,108.0,3.0,3128.0
1431,91.0,3.0,3314.0
1432,114.0,6.0,2898.0
1433,101.0,0.0,2756.0
1434,91.0,6.0,2852.0
1435,84.0,4.0,2032.0
1436,48.0,2.0,1258.0
1437,34.0,1.0,842.0
1438,25.0,0.0,680.0
1439,20.0,0.0,420.0
1440,12.0,0.0,180.0
1441,5.0,1.0,78.0
1442,5.0,0.0,54.0
1443,1.0,0.0,38.0
1444,4.0,0.0,46.0
1445,4.0,1.0,256.0
1446,12.0,0.0,944.0
1447,48.0,1.0,1984.0
1448,62.0,3.0,2968.0
1449,75.0,3.0,2832.0
1450,82.0,8.0,2860.0
1451,88.0,7.0,2840.0
1452,103.0,2.0,3126.0
1453,76.0,5.0,3068.0
1454,98.0,5.0,3512.0
1455,104.0,7.0,3716.0
1456,112.0,6.0,3168.0
1457,130.0,6.0,3374.0
1458,110.0,4.0,3238.0
1459,95.0,8.0,2362.0
1460,59.0,3.0,1452.0
1461,28.0,0.0,960.0
1462,23.0,2.0,730.0
1463,23.0,1.0,484.0
1464,17.0,0.0,218.0
1465,8.0,1.0,116.0
1466,3.0,0.0,64.0
1467,2.0,0.0,38.0
1468,2.0,0.0,46.0
1469,2.0,0.0,208.0
1470,17.0,1.0,936.0
1471,47.0,2.0,1854.0
1472,66.0,1.0,2988.0
1473,68.0,3.0,2708.0
1474,81.0,4.0,2630.0
1475,82.0,3.0,2938.0
1476,85.0,3.0,3132.0
1477,90.0,5.0,3068.0
1478,93.0,4.0,3456.0
1479,105.0,4.0,3780.0
1480,103.0,8.0,3192.0
1481,130.0,4.0,3532.0
1482,81.0,6.0,3342.0
1483,73.0,3.0,2506.0
1484,47.0,5.0,1764.0
1485,41.0,2.0,1280.0
1486,35.0,1.0,874.0
1487,28.0,2.0,572.0
1488,11.0,0.0,246.0
1489,3.0,0.0,98.0
1490,4.0,0.0,64.0
1491,4.0,0.0,62.0
1492,2.0,0.0,54.0
1493,5.0,0.0,204.0
1494,17.0,3.0,954.0
1495,47.0,1.0,1972.0
1496,54.0,5.0,2838.0
1497,77.0,4.0,2740.0
1498,78.0,4.0,2788.0
1499,92.0,3.0,3060.0
1500,101.0,6.0,3528.0
1501,91.0,6.0,3342.0
1502,103.0,2.0,3642.0
1503,112.0,0.0,3906.0
1504,116.0,7.0,3594.0
1505,119.0,4.0,3678.0
1506,116.0,10.0,3784.0
1507,106.0,4.0,2882.0
1508,67.0,2.0,1844.0
1509,30.0,1.0,1390.0
1510,35.0,3.0,1176.0
1511,31.0,1.0,846.0
1512,10.0,1.0,270.0
1513,8.0,1.0,144.0
1514,8.0,0.0,68.0
1515,0.0,0.0,64.0
1516,0.0,0.0,62.0
1517,7.0,0.0,232.0
1518,16.0,2.0,936.0
1519,52.0,1.0,1736.0
1520,62.0,4.0,2882.0
1521,63.0,9.0,2802.0
1522,74.0,3.0,2738.0
1523,75.0,4.0,2996.0
1524,88.0,7.0,3324.0
1525,85.0,9.0,3380.0
1526,90.0,5.0,3686.0
1527,101.0,6.0,3896.0
1528,108.0,7.0,3454.0
1529,126.0,10.0,3694.0
1530,119.0,6.0,3878.0
1531,128.0,6.0,3250.0
1532,85.0,5.0,2314.0
1533,55.0,4.0,1642.0
1534,35.0,7.0,1512.0
1535,51.0,9.0,1582.0
1536,25.0,2.0,638.0
1537,21.0,1.0,374.0
1538,10.0,1.0,212.0
1539,7.0,1.0,182.0
1540,3.0,1.0,90.0
1541,6.0,0.0,160.0
1542,14.0,0.0,338.0
1543,30.0,6.0,548.0
1544,25.0,1.0,962.0
1545,34.0,2.0,1474.0
1546,27.0,1.0,1912.0
1547,48.0,4.0,2338.0
1548,60.0,6.0,2898.0
1549,68.0,7.0,3076.0
1550,50.0,8.0,3058.0
1551,63.0,6.0,3076.0
1552,62.0,8.0,2960.0
1553,61.0,4.0,2736.0
1554,65.0,5.0,2866.0
1555,69.0,3.0,2538.0
1556,46.0,5.0,1944.0
1557,33.0,3.0,1454.0
1558,38.0,4.0,1570.0
1559,44.0,9.0,1422.0
1560,31.0,3.0,594.0
1561,20.0,1.0,368.0
1562,6.0,2.0,232.0
1563,7.0,3.0,102.0
1564,5.0,0.0,86.0
1565,5.0,0.0,94.0
1566,7.0,1.0,262.0
1567,19.0,0.0,460.0
1568,13.0,0.0,638.0
1569,21.0,0.0,938.0
1570,21.0,4.0,1294.0
1571,39.0,4.0,1844.0
1572,47.0,4.0,2292.0
1573,45.0,1.0,2364.0
1574,42.0,4.0,2262.0
1575,54.0,10.0,2300.0
1576,23.0,2.0,2256.0
1577,35.0,4.0,2038.0
1578,43.0,1.0,1786.0
1579,43.0,5.0,1446.0
1580,26.0,6.0,1118.0
1581,20.0,2.0,776.0
1582,20.0,1.0,634.0
1583,27.0,1.0,374.0
1584,12.0,1.0,198.0
1585,3.0,0.0,92.0
1586,3.0,0.0,66.0
1587,0.0,0.0,32.0
1588,1.0,0.0,54.0
1589,3.0,0.0,202.0
1590,15.0,0.0,924.0
1591,45.0,3.0,1864.0
1592,62.0,2.0,2784.0
1593,61.0,1.0,2524.0
1594,70.0,5.0,2520.0
1595,77.0,3.0,2522.0
1596,75.0,8.0,2712.0
1597,82.0,3.0,2806.0
1598,101.0,3.0,3228.0
1599,101.0,5.0,3272.0
1600,99.0,3.0,2804.0
1601,115.0,7.0,2940.0
1602,81.0,3.0,2758.0
1603,97.0,0.0,2000.0
1604,54.0,2.0,1336.0
1605,28.0,0.0,840.0
1606,21.0,1.0,694.0
1607,19.0,2.0,508.0
1608,11.0,0.0,202.0
1609,6.0,1.0,108.0
1610,5.0,1.0,84.0
1611,0.0,1.0,38.0
1612,2.0,1.0,64.0
1613,6.0,0.0,222.0
1614,16.0,0.0,814.0
1615,54.0,3.0,1848.0
1616,61.0,2.0,2748.0
1617,67.0,3.0,2568.0
1618,59.0,5.0,2614.0
1619,88.0,6.0,2814.0
1620,83.0,11.0,3110.0
1621,73.0,3.0,3166.0
1622,75.0,3.0,3320.0
1623,99.0,5.0,3584.0
1624,114.0,4.0,3172.0
1625,116.0,7.0,3430.0
1626,92.0,9.0,3418.0
1627,80.0,2.0,2558.0
1628,48.0,3.0,1664.0
1629,35.0,0.0,1306.0
1630,32.0,3.0,1032.0
1631,22.0,4.0,586.0
1632,19.0,0.0,262.0
1633,10.0,1.0,120.0
1634,6.0,0.0,92.0
1635,2.0,0.0,44.0
1636,1.0,1.0,50.0
1637,2.0,2.0,206.0
1638,11.0,2.0,926.0
1639,51.0,1.0,1836.0
1640,48.0,3.0,2746.0
1641,51.0,5.0,2546.0
1642,60.0,2.0,2706.0
1643,66.0,6.0,2952.0
1644,69.0,3.0,3112.0
1645,88.0,2.0,3226.0
1646,99.0,2.0,3582.0
1647,104.0,3.0,3820.0
1648,108.0,8.0,3466.0
1649,117.0,5.0,3632.0
1650,86.0,3.0,3644.0
1651,100.0,7.0,2622.0
1652,54.0,5.0,1794.0
1653,36.0,2.0,1394.0
1654,26.0,1.0,992.0
1655,18.0,1.0,630.0
1656,14.0,0.0,262.0
1657,6.0,0.0,126.0
1658,5.0,0.0,58.0
1659,4.0,0.0,46.0
1660,0.0,2.0,50.0
1661,4.0,0.0,218.0
1662,12.0,1.0,908.0
1663,42.0,1.0,1684.0
1664,68.0,3.0,2880.0
1665,72.0,3.0,2716.0
1666,82.0,4.0,2760.0
1667,91.0,6.0,2868.0
1668,96.0,5.0,3244.0
1669,79.0,3.0,3292.0
1670,88.0,6.0,3756.0
1671,82.0,4.0,3884.0
1672,116.0,6.0,3602.0
1673,107.0,4.0,3718.0
1674,110.0,5.0,4000.0
1675,90.0,4.0,2928.0
1676,70.0,3.0,2062.0
1677,50.0,0.0,1588.0
1678,37.0,2.0,1420.0
1679,34.0,4.0,1054.0
1680,26.0,2.0,378.0
1681,6.0,1.0,198.0
1682,7.0,0.0,126.0
1683,2.0,0.0,48.0
1684,2.0,0.0,38.0
1685,7.0,0.0,264.0
1686,11.0,3.0,846.0
1687,42.0,2.0,1674.0
1688,56.0,1.0,2672.0
1689,53.0,3.0,2392.0
1690,74.0,4.0,2612.0
1691,75.0,7.0,3026.0
1692,108.0,7.0,3228.0
1693,79.0,5.0,3256.0
1694,87.0,7.0,3636.0
1695,110.0,5.0,3952.0
1696,121.0,11.0,3572.0
1697,83.0,5.0,3954.0
1698,117.0,6.0,4190.0
1699,140.0,11.0,3574.0
1700,72.0,4.0,2584.0
1701,37.0,2.0,1910.0
1702,47.0,15.0,2080.0
1703,48.0,16.0,1968.0
1704,48.0,12.0,970.0
1705,18.0,8.0,472.0
1706,16.0,1.0,312.0
1707,8.0,0.0,136.0
1708,2.0,0.0,88.0
1709,7.0,0.0,136.0
1710,11.0,1.0,350.0
1711,29.0,3.0,678.0
1712,31.0,1.0,934.0
1713,33.0,3.0,1524.0
1714,42.0,3.0,2024.0
1715,50.0,2.0,2600.0
1716,67.0,4.0,3038.0
1717,72.0,4.0,3368.0
1718,70.0,3.0,3330.0
1719,79.0,10.0,3370.0
1720,75.0,4.0,3172.0
1721,69.0,7.0,3284.0
1722,71.0,15.0,3404.0
1723,91.0,4.0,2894.0
1724,45.0,6.0,2150.0
1725,46.0,5.0,1858.0
1726,60.0,9.0,1934.0
1727,82.0,14.0,1882.0
1728,39.0,5.0,850.0
1729,22.0,2.0,436.0
1730,14.0,1.0,300.0
1731,5.0,1.0,126.0
1732,1.0,2.0,102.0
1733,5.0,2.0,268.0
1734,21.0,1.0,440.0
1735,21.0,1.0,646.0
1736,17.0,1.0,1048.0
1737,22.0,3.0,1394.0
1738,43.0,7.0,2046.0
1739,49.0,6.0,2596.0
1740,46.0,7.0,2588.0
1741,37.0,4.0,2648.0
1742,39.0,8.0,2672.0
1743,43.0,5.0,2632.0
1744,43.0,6.0,2472.0
1745,39.0,3.0,2236.0
1746,42.0,4.0,1864.0
1747,49.0,6.0,1438.0
1748,17.0,2.0,960.0
1749,19.0,0.0,716.0
1750,18.0,1.0,504.0
1751,18.0,1.0,214.0
1752,5.0,0.0,70.0
1753,3.0,0.0,66.0
1754,4.0,0.0,72.0
1755,1.0,0.0,36.0
1756,5.0,0.0,240.0
1757,11.0,0.0,870.0
1758,59.0,3.0,2094.0
1759,77.0,8.0,3196.0
1760,71.0,3.0,2904.0
1761,86.0,7.0,2744.0
1762,83.0,2.0,2766.0
1763,97.0,5.0,3156.0
1764,94.0,4.0,3110.0
1765,91.0,4.0,3226.0
1766,102.0,4.0,3722.0
1767,118.0,3.0,3176.0
1768,122.0,3.0,3378.0
1769,74.0,5.0,2858.0
1770,83.0,1.0,2242.0
1771,47.0,3.0,1498.0
1772,23.0,1.0,964.0
1773,16.0,3.0,728.0
1774,30.0,2.0,588.0
1775,13.0,0.0,184.0
1776,4.0,0.0,70.0
1777,4.0,1.0,58.0
1778,3.0,0.0,46.0
1779,1.0,0.0,52.0
1780,6.0,0.0,216.0
1781,8.0,3.0,856.0
1782,44.0,0.0,2012.0
1783,71.0,1.0,3078.0
1784,66.0,4.0,2982.0
1785,93.0,5.0,2916.0
1786,85.0,4.0,2916.0
1787,103.0,6.0,3522.0
1788,99.0,5.0,3444.0
1789,91.0,4.0,3782.0
1790,100.0,9.0,3942.0
1791,116.0,9.0,3500.0
1792,113.0,4.0,3452.0
1793,109.0,6.0,3538.0
1794,86.0,1.0,2562.0
1795,40.0,4.0,1582.0
1796,41.0,1.0,1198.0
1797,22.0,0.0,892.0
1798,23.0,2.0,538.0
1799,16.0,0.0,234.0
1800,6.0,1.0,92.0
1801,2.0,0.0,58.0
1802,5.0,0.0,38.0
1803,2.0,1.0,56.0
1804,2.0,1.0,234.0
1805,12.0,3.0,814.0
1806,49.0,6.0,2002.0
1807,66.0,4.0,3184.0
1808,60.0,5.0,2996.0
1809,70.0,5.0,2970.0
1810,94.0,6.0,3258.0
1811,92.0,8.0,3388.0
1812,78.0,8.0,3406.0
1813,94.0,5.0,4002.0
1814,113.0,7.0,4210.0
1815,114.0,6.0,3806.0
1816,129.0,11.0,3900.0
1817,105.0,4.0,3842.0
1818,117.0,0.0,3106.0
1819,68.0,3.0,2150.0
1820,42.0,0.0,1562.0
1821,39.0,3.0,1502.0
1822,44.0,5.0,1172.0
1823,14.0,0.0,434.0
1824,11.0,1.0,222.0
1825,5.0,0.0,110.0
1826,2.0,1.0,62.0
1827,4.0,1.0,70.0
1828,2.0,0.0,256.0
1829,17.0,5.0,940.0
1830,52.0,3.0,2092.0
1831,64.0,5.0,3136.0
1832,61.0,2.0,2890.0
1833,87.0,6.0,3098.0
1834,89.0,5.0,3266.0
1835,112.0,4.0,3724.0
1836,97.0,4.0,3388.0
1837,117.0,7.0,4468.0
1838,127.0,11.0,4688.0
1839,140.0,6.0,3910.0
1840,146.0,8.0,3832.0
1841,138.0,5.0,3806.0
1842,98.0,7.0,2810.0
1843,63.0,1.0,1822.0
1844,38.0,1.0,1342.0
1845,22.0,1.0,1150.0
1846,19.0,2.0,780.0
1847,20.0,1.0,336.0
1848,2.0,0.0,126.0
1849,5.0,0.0,80.0
1850,2.0,0.0,42.0
1851,1.0,0.0,48.0
1852,6.0,0.0,256.0
1853,18.0,2.0,908.0
1854,58.0,4.0,1844.0
1855,71.0,6.0,2916.0
1856,87.0,5.0,2860.0
1857,69.0,0.0,3008.0
1858,94.0,7.0,3316.0
